0/0        1/1        2/2        3/3        4/4        5/5        6/6        7/7        8/8        9/9        10/10      11/11      12/12      13/13      25/14      26/15      27/16      28/17      29/18      14/19      32/20      33/21      15/22      16/23      17/24      30/25      31/26      18/27      19/28      20/29      21/30      22/31      23/32      24/33      
           n          a          ssa        sta        n          lla        lta        lle        na         ksi        tta        t          en         en         iden       itten      in         ten        a          a          ita        issa       ista       in         in         ihin       illa       ilta       ille       ina        iksi       itta       in         
         N Nom Sg   N Gen Sg   N Par Sg   N Ine Sg   N Ela Sg   N Ill Sg   N Ade Sg   N Abl Sg   N All Sg   N Ess Sg   N Tra Sg   N Abe Sg   N Nom Pl   N Gen Pl   N Gen Pl   N Gen Pl   N Gen Pl   N Gen Pl   N Gen Pl   N Par Pl   N Par Pl   N Par Pl   N Ine Pl   N Ela Pl   N Ill Pl   N Ill Pl   N Ill Pl   N Ade Pl   N Abl Pl   N Ess Pl   N Tra Pl   N Abe Pl   N Ins Pl   
                                                                                                                                                                                                                                                                                                                                                                           
1:ukko                                                            _                                                                                       j          j          !          !          !          !          j          j          !                                !          !                                                                                       
2(hiomo                                                           _                                                                                       j          j                                !          !          it         j                                           !          !                                                                                       
3(avio                           t                                _                                                                                       !          !                                !          !          it         !                                           !          !                                                                                       
4:elikko                                                          _                                                                                       j          j                                !          !          j          j                                           !          !                                                                                       
5:häkki                                                           _                                                                                                             !          !          !          !          ej-        ej-        !          e-         e-         !          !          e-         e-         e-         e-         e-         e-         e-         
6(seteli                                                          _                                                                                                             e-         e-         !          !          ej-        ej-        e-         e-         e-         !          !          e-         e-         e-         e-         e-         e-         e-         
7:kaikki              e-         e-         e-         e-         ee-        e-         e-         e-         e-         e-         e-         e-                               !          !          !          !                                !          -          -                     !          !          -          -          -          -          -          -          
8:nukke                                                           _                                                                                       j          j          !          !                     !          j          j          !                                !          !                                                                                       
9:ankka                                                           _                                                                                       oj-        oj-        !          !                     !          oj-        oj-        !          o-         o-         !          !          o-         o-         o-         o-         o-         o-         o-         
10:fokka                                                          _                                                                                       i-         !          !          !                     !          i-         i-         !          -          -          i-         !          !          -          -          -          -          -          -          
11(itara                                                          _                                                                                       i-         oj-        o-         o-                    !          i-         i-         o-         -          -          i-         !          o-         -          -          -          -          -          -          
12(urea                                                           _                                                                                       !          !          o-         o-                    !          oit-       !          o-         o-         o-         !          !          o-         o-         o-         o-         o-         o-         o-         
13(aluna                                                          _                                                                                       oj-        oj-        o-         o-                    !          oit-       oj-        o-         o-         o-         i-         !          o-         o-         o-         o-         o-         o-         o-         
14:ulappa                                                         _                                                                                       oj-        oj-        o-         o-                    !          oj-        oj-        o-         o-         o-         !          oih-       o-         o-         o-         o-         o-         o-         o-         
15(upea                                                           _                                                                                       !          !          -          -                     !          it-        !          -          -          -          isi-       !          -          -          -          -          -          -          -          
